lumen,the cavity or channel within a tube or tubular organ such as a blood vessel or the intestine.,,LUMEN:- (the cavity or channel within a tube or tubular organ such as a blood vessel or the intestine.),,,,,,,,,,,,
lumpectomy,a surgical operation in which a lump is removed from the breast,,LUMPECTOMY:- (a surgical operation in which a lump is removed from the breast),,,,,,,,,,,,
lv,Left Ventricular,,LV:- (Left Ventricular),,,,,,,,,,,,
lymph,"a colourless fluid containing white blood cells, which bathes the tissues",,"LYMPH:- (a colourless fluid containing white blood cells, which bathes the tissues)",,,,,,,,,,,,
lymphadenopathy,a simple reactive enlargement of the lymph nodes in response to regional infection or inflammation.,,LYMPHADENOPATHY:- (a simple reactive enlargement of the lymph nodes in response to regional infection or inflammation.),,,,,,,,,,,,
lytic,the disintegration of a cell by disruption of its plasma membrane.,,LYTIC:- (the disintegration of a cell by disruption of its plasma membrane.),,,,,,,,,,,,
malalignment,incorrect or imperfect alignment,,MALALIGNMENT:- (incorrect or imperfect alignment),,,,,,,,,,,,
malignancy,the presence of cancerous cells that have the ability to spread to other sites in the body,,MALIGNANCY:- (the presence of cancerous cells that have the ability to spread to other sites in the body),,,,,,,,,,,,
malleoli,The rounded bony prominence on either side of the ankle joint.,,MALLEOLI:- (The rounded bony prominence on either side of the ankle joint.),,,,,,,,,,,,
marrow,"the innermost, essential, or choicest part",,"MARROW:- (the innermost, essential, or choicest part)",,,,,,,,,,,,
mastectomy,a surgical operation to remove a breast.,,MASTECTOMY:- (a surgical operation to remove a breast.),,,,,,,,,,,,
maximal,as great or as large as possible.,,MAXIMAL:- (as great or as large as possible.),,,,,,,,,,,,
medially,being or occurring in the middle,,MEDIALLY:- (being or occurring in the middle),,,,,,,,,,,,
mediastinal,The area between the lungs.,,MEDIASTINAL:- (The area between the lungs.),,,,,,,,,,,,
mediastinum, partition between two body cavities or two parts of an organ,,MEDIASTINUM:- ( partition between two body cavities or two parts of an organ),,,,,,,,,,,,
metacarpal,any of the five bones of the hand,,METACARPAL:- (any of the five bones of the hand),,,,,,,,,,,,
metastatic,the spread of cancer cells,,METASTATIC:- (the spread of cancer cells),,,,,,,,,,,,
mid-thoracic,pain is pain in the middle of your back,,MID-THORACIC:- (pain is pain in the middle of your back),,,,,,,,,,,,
midabdomen,"including the stomach, small and large intestines, pancreas, liver, and gallbladder",,"MIDABDOMEN:- (including the stomach, small and large intestines, pancreas, liver, and gallbladder)",,,,,,,,,,,,
midclavicular,an imaginary line parallel to the long axis of the body and passing through the midpoint of the clavicle on the ventral surface of the body,,MIDCLAVICULAR:- (an imaginary line parallel to the long axis of the body and passing through the midpoint of the clavicle on the ventral surface of the body),,,,,,,,,,,,
mitral,"relating to, being, or adjoining a mitral valve or orifice.",,"MITRAL:- (relating to, being, or adjoining a mitral valve or orifice.)",,,,,,,,,,,,
morbidly,in a way that relates to or is indicative of diseas,,MORBIDLY:- (in a way that relates to or is indicative of diseas),,,,,,,,,,,,
morgagni,defect in the diaphragm located between its sternal and costal attachments,,MORGAGNI:- (defect in the diaphragm located between its sternal and costal attachments),,,,,,,,,,,,
mortise,"a hole, groove, or slot into or through which some other part of an arrangement of parts fits or passes",,"MORTISE:- (a hole, groove, or slot into or through which some other part of an arrangement of parts fits or passes)",,,,,,,,,,,,
multifocal,having more than one focus.,,MULTIFOCAL:- (having more than one focus.),,,,,,,,,,,,
myeloma,a type of blood cancer that develops from cells in the bone marrow ,,MYELOMA:- (a type of blood cancer that develops from cells in the bone marrow ),,,,,,,,,,,,
myocardial,of or relating to the muscular tissue of the heart,,MYOCARDIAL:- (of or relating to the muscular tissue of the heart),,,,,,,,,,,,
nasogastric,being or performed by intubation of the stomach through the nasal passages,,NASOGASTRIC:- (being or performed by intubation of the stomach through the nasal passages),,,,,,,,,,,,
neoplasm,"a new and abnormal growth of tissue in a part of the body, especially as a characteristic of cancer.",,"NEOPLASM:- (a new and abnormal growth of tissue in a part of the body, especially as a characteristic of cancer.)",,,,,,,,,,,,
neurostimulator,a device that provides electrical stimulation to nerves,,NEUROSTIMULATOR:- (a device that provides electrical stimulation to nerves),,,,,,,,,,,,
nodular,a small mass of rounded or irregular shape,,NODULAR:- (a small mass of rounded or irregular shape),,,,,,,,,,,,
nondilated,not comparable,,NONDILATED:- (not comparable),,,,,,,,,,,,
oblique,not direct,,OBLIQUE:- (not direct),,,,,,,,,,,,
obliteration,the action or fact of obliterating or being obliterated; total destruction,,OBLITERATION:- (the action or fact of obliterating or being obliterated; total destruction),,,,,,,,,,,,
oblong,longer in one direction than in the other direction,,OBLONG:- (longer in one direction than in the other direction),,,,,,,,,,,,
obscuration,the act or operation of obscuring,,OBSCURATION:- (the act or operation of obscuring),,,,,,,,,,,,
occluder,medicine. an implement that is used to cover or stop up a hole in the heart.,,OCCLUDER:- (medicine. an implement that is used to cover or stop up a hole in the heart.),,,,,,,,,,,,
opacification,an act or the process of becoming or rendering opaque opacification of the cornea opacification of the bile passages for radiographic examination.,,OPACIFICATION:- (an act or the process of becoming or rendering opaque opacification of the cornea opacification of the bile passages for radiographic examination.),,,,,,,,,,,,
opacities,A lack of transparency,,OPACITIES:- (A lack of transparency),,,,,,,,,,,,
opaque,that no light is able to pass through ,,OPAQUE:- (that no light is able to pass through ),,,,,,,,,,,,
organomegaly,the enlargement of an organ,,ORGANOMEGALY:- (the enlargement of an organ),,,,,,,,,,,,
orif,open reduction and internal fixation,,ORIF:- (open reduction and internal fixation),,,,,,,,,,,,
orthopedic,field of medicine concerned with the study and treatment of the musculosketetal system,,ORTHOPEDIC:- (field of medicine concerned with the study and treatment of the musculosketetal system),,,,,,,,,,,,
osseous,"Having to do with bone, consisting of bone",,"OSSEOUS:- (Having to do with bone, consisting of bone)",,,,,,,,,,,,
ossifications,the natural process of bone formation,,OSSIFICATIONS:- (the natural process of bone formation),,,,,,,,,,,,
osteoarthritis,"degeneration of joint cartilage and the underlying bone, most common from middle age onward",,"OSTEOARTHRITIS:- (degeneration of joint cartilage and the underlying bone, most common from middle age onward)",,,,,,,,,,,,
osteochondromas,a benign tumor containing both bone and cartilage,,OSTEOCHONDROMAS:- (a benign tumor containing both bone and cartilage),,,,,,,,,,,,
osteochondromatosis,A condition that is characterized by multiple benign tumors of cartilage,,OSTEOCHONDROMATOSIS:- (A condition that is characterized by multiple benign tumors of cartilage),,,,,,,,,,,,
osteodystrophy,A bone disorder that adversely affects bone growth,,OSTEODYSTROPHY:- (A bone disorder that adversely affects bone growth),,,,,,,,,,,,
osteopenia,a medical condition in which the protein and mineral content of bone tissue is reduced,,OSTEOPENIA:- (a medical condition in which the protein and mineral content of bone tissue is reduced),,,,,,,,,,,,
osteopenic,a relatively minor reduction of bone density due to loss of calcium from,,OSTEOPENIC:- (a relatively minor reduction of bone density due to loss of calcium from),,,,,,,,,,,,
osteophyte,bony lumps (bone spurs) that grow on the bones of the spine or around the joints,,OSTEOPHYTE:- (bony lumps (bone spurs) that grow on the bones of the spine or around the joints),,,,,,,,,,,,
osteophytic,an abnormal bony outgrowth or projection,,OSTEOPHYTIC:- (an abnormal bony outgrowth or projection),,,,,,,,,,,,
pannus,a vascular tissue causing a superficial opacity of the cornea and occurring especially in trachoma. ,,PANNUS:- (a vascular tissue causing a superficial opacity of the cornea and occurring especially in trachoma. ),,,,,,,,,,,,
parahilar,"situated or occurring around a hilus, especially that of a lung.",,"PARAHILAR:- (situated or occurring around a hilus, especially that of a lung.)",,,,,,,,,,,,
paramediastinal,the space in the chest between the pleural sacs of the lungs that contains all the tissues and organs of the chest except the lungs and pleurae ,,PARAMEDIASTINAL:- (the space in the chest between the pleural sacs of the lungs that contains all the tissues and organs of the chest except the lungs and pleurae ),,,,,,,,,,,,
paraspinal,adjacent to the spinal column paraspinal muscles,,PARASPINAL:- (adjacent to the spinal column paraspinal muscles),,,,,,,,,,,,
paratracheal,Adjacent to the trachea,,PARATRACHEAL:- (Adjacent to the trachea),,,,,,,,,,,,
parenchyma,the simple permanent ground tissues that form the bulk of the plant tissues,,PARENCHYMA:- (the simple permanent ground tissues that form the bulk of the plant tissues),,,,,,,,,,,,
parenchymal,relating to or affecting the functional tissue of an organ,,PARENCHYMAL:- (relating to or affecting the functional tissue of an organ),,,,,,,,,,,,
patellofemoral,Referring to the knee and femur,,PATELLOFEMORAL:- (Referring to the knee and femur),,,,,,,,,,,,
pathologic,extreme in a way that is not normal,,PATHOLOGIC:- (extreme in a way that is not normal),,,,,,,,,,,,
pathology,involves the study and diagnosis of disease through the examination of surgically,,PATHOLOGY:- (involves the study and diagnosis of disease through the examination of surgically),,,,,,,,,,,,
pectus,the breast of a bird,,PECTUS:- (the breast of a bird),,,,,,,,,,,,
pedicle,a stem or stalk of tissue that connects parts of the body to each other. ,,PEDICLE:- (a stem or stalk of tissue that connects parts of the body to each other. ),,,,,,,,,,,,
pelvic,relating to or situated within the bony pelvis,,PELVIC:- (relating to or situated within the bony pelvis),,,,,,,,,,,,
pelvis,the area of the body below the abdomen that is located between the hip bones and contains the bladder and rectum.,,PELVIS:- (the area of the body below the abdomen that is located between the hip bones and contains the bladder and rectum.),,,,,,,,,,,,
peribronchial,"relating to, occurring in, affecting, or being the tissues surrounding a bronchus",,"PERIBRONCHIAL:- (relating to, occurring in, affecting, or being the tissues surrounding a bronchus)",,,,,,,,,,,,
pericardial,"relating to, or affecting the pericardium",,"PERICARDIAL:- (relating to, or affecting the pericardium)",,,,,,,,,,,,
perihilar,"situated or occurring around a hilus, especially that of a lung.",,"PERIHILAR:- (situated or occurring around a hilus, especially that of a lung.)",,,,,,,,,,,,
peripheral,away from the center,,PERIPHERAL:- (away from the center),,,,,,,,,,,,
peritracheal,situated or occurring in the tissues surrounding the trachea,,PERITRACHEAL:- (situated or occurring in the tissues surrounding the trachea),,,,,,,,,,,,
phleboliths,a calculus in a vein usually resulting from the calcification of an old thrombus.,,PHLEBOLITHS:- (a calculus in a vein usually resulting from the calcification of an old thrombus.),,,,,,,,,,,,
picc,peripherally inserted central catheter,,PICC:- (peripherally inserted central catheter),,,,,,,,,,,,
plantar,relating to the sole of the foot.,,PLANTAR:- (relating to the sole of the foot.),,,,,,,,,,,,
plateaus,reach a state of little or no change after a period of activity or progress.,,PLATEAUS:- (reach a state of little or no change after a period of activity or progress.),,,,,,,,,,,,
pleura,a serous membrane which folds back onto itself to form a two-layered membrane structure. ,,PLEURA:- (a serous membrane which folds back onto itself to form a two-layered membrane structure. ),,,,,,,,,,,,
pleural-parenchymal,"disorders that affect the interstitial of the lung""the area around the lung's air sacs. ",,"PLEURAL-PARENCHYMAL:- (disorders that affect the interstitial of the lung""the area around the lung's air sacs. )",,,,,,,,,,,,
pleural-peripheral,ones which are on the edge of a larger are,,PLEURAL-PERIPHERAL:- (ones which are on the edge of a larger are),,,,,,,,,,,,
pleuroparenchymal,a rare pulmonary fibrosis ,,PLEUROPARENCHYMAL:- (a rare pulmonary fibrosis ),,,,,,,,,,,,
pneumatoceles,a gas-filled cavity or sac occurring especially in the lung.,,PNEUMATOCELES:- (a gas-filled cavity or sac occurring especially in the lung.),,,,,,,,,,,,
pneumomediastinum,air in the center of the chest ,,PNEUMOMEDIASTINUM:- (air in the center of the chest ),,,,,,,,,,,,
pneumonia,an infection that inflames the air sacs in one or both lungs,,PNEUMONIA:- (an infection that inflames the air sacs in one or both lungs),,,,,,,,,,,,
pneumonitis,Inflammation of the lungs,,PNEUMONITIS:- (Inflammation of the lungs),,,,,,,,,,,,
pneumoperitoneum,abnormal presence of air or other gas,,PNEUMOPERITONEUM:- (abnormal presence of air or other gas),,,,,,,,,,,,
pneumothoraces,a condition in which air or other gas is present in the pleural cavity,,PNEUMOTHORACES:- (a condition in which air or other gas is present in the pleural cavity),,,,,,,,,,,,
pneumothorax,when air leaks into the space between your lung and chest wall. ,,PNEUMOTHORAX:- (when air leaks into the space between your lung and chest wall. ),,,,,,,,,,,,
poly,many,,POLY:- (many),,,,,,,,,,,,
popliteal,to the back of the knee,,POPLITEAL:- (to the back of the knee),,,,,,,,,,,,
posterior,coming after,,POSTERIOR:- (coming after),,,,,,,,,,,,
posterobasal,not comparable,,POSTEROBASAL:- (not comparable),,,,,,,,,,,,
postoperative,"during, relating to, or denoting the period following a surgical operation.",,"POSTOPERATIVE:- (during, relating to, or denoting the period following a surgical operation.)",,,,,,,,,,,,
predominance,"having superior strength, influence, or authority ",,"PREDOMINANCE:- (having superior strength, influence, or authority )",,,,,,,,,,,,
predominantly,being most frequent or common.,,PREDOMINANTLY:- (being most frequent or common.),,,,,,,,,,,,
pression,an act of pressing,,PRESSION:- (an act of pressing),,,,,,,,,,,,
pretracheal,lies immediately anterior to the trachea,,PRETRACHEAL:- (lies immediately anterior to the trachea),,,,,,,,,,,,
prevertebral,situated or occurring anterior to a vertebra or the spinal column,,PREVERTEBRAL:- (situated or occurring anterior to a vertebra or the spinal column),,,,,,,,,,,,
primordial,in the earliest stage of development.,,PRIMORDIAL:- (in the earliest stage of development.),,,,,,,,,,,,
prostheses,an artificial device to replace or augment a missing or impaired part of the body,,PROSTHESES:- (an artificial device to replace or augment a missing or impaired part of the body),,,,,,,,,,,,
prosthesis,"an artificial body part, such as a limb, a heart, or a breast implant.",,"PROSTHESIS:- (an artificial body part, such as a limb, a heart, or a breast implant.)",,,,,,,,,,,,
proximal,situated close to,,PROXIMAL:- (situated close to),,,,,,,,,,,,
pulmonary,relating to the lungs,,PULMONARY:- (relating to the lungs),,,,,,,,,,,,
quadrant,each of four quarters of a circle.,,QUADRANT:- (each of four quarters of a circle.),,,,,,,,,,,,
radiating,emit rays,,RADIATING:- (emit rays),,,,,,,,,,,,
radiodensity,"the relative inability of electromagnetic radiation, particularly X-rays, to pass through a particular material",,"RADIODENSITY:- (the relative inability of electromagnetic radiation, particularly X-rays, to pass through a particular material)",,,,,,,,,,,,
radiograph,"an image produced on a sensitive plate or film by X-rays, gamma rays, or similar radiation, and typically used in medical examination.",,"RADIOGRAPH:- (an image produced on a sensitive plate or film by X-rays, gamma rays, or similar radiation, and typically used in medical examination.)",,,,,,,,,,,,
radiographic,by which an allegation may be proven,,RADIOGRAPHIC:- (by which an allegation may be proven),,,,,,,,,,,,
radiographically,"An image produced by radiation, usually by x-rays, and recorded on a radiosensitive surface",,"RADIOGRAPHICALLY:- (An image produced by radiation, usually by x-rays, and recorded on a radiosensitive surface)",,,,,,,,,,,,
radiopaque,opaque to X-rays or similar radiation,,RADIOPAQUE:- (opaque to X-rays or similar radiation),,,,,,,,,,,,
rectal,relating to or affecting the rectum,,RECTAL:- (relating to or affecting the rectum),,,,,,,,,,,,
rectum,The last several inches of the large intestine closest to the anus.,,RECTUM:- (The last several inches of the large intestine closest to the anus.),,,,,,,,,,,,
recurrence,the fact of occurring again,,RECURRENCE:- (the fact of occurring again),,,,,,,,,,,,
reformats,to formate again or in a different way,,REFORMATS:- (to formate again or in a different way),,,,,,,,,,,,
remodeling,to undergo structural reorganizatio,,REMODELING:- (to undergo structural reorganizatio),,,,,,,,,,,,
retention,"the act of continuing to possess, control, or hold moisture retention",,"RETENTION:- (the act of continuing to possess, control, or hold moisture retention)",,,,,,,,,,,,
reticular,having the form of a net,,RETICULAR:- (having the form of a net),,,,,,,,,,,,
reticular-nodular,a diffuse pattern throughout the lungs.,,RETICULAR-NODULAR:- (a diffuse pattern throughout the lungs.),,,,,,,,,,,,
reticulonodular,a somewhat netlike chest radiographic pattern,,RETICULONODULAR:- (a somewhat netlike chest radiographic pattern),,,,,,,,,,,,
retracted,to pull back or in ,,RETRACTED:- (to pull back or in ),,,,,,,,,,,,
retrocardiac,Located behind the heart. ,,RETROCARDIAC:- (Located behind the heart. ),,,,,,,,,,,,
retrocrural,pertaining to the most inferior portion of the posterior mediastinum,,RETROCRURAL:- (pertaining to the most inferior portion of the posterior mediastinum),,,,,,,,,,,,
retrohilar,a strong liking for things from the past.,,RETROHILAR:- (a strong liking for things from the past.),,,,,,,,,,,,
retrolisthesis,a posterior or backward slippage,,RETROLISTHESIS:- (a posterior or backward slippage),,,,,,,,,,,,
retropulsion,the force that contributes to loss of balance in a backwards or posterior direction,,RETROPULSION:- (the force that contributes to loss of balance in a backwards or posterior direction),,,,,,,,,,,,
retrosternal,behind the breastbone,,RETROSTERNAL:- (behind the breastbone),,,,,,,,,,,,
retrosternally,Behind the sternum,,RETROSTERNALLY:- (Behind the sternum),,,,,,,,,,,,
revascularization,to restore blood flow to the heart or another organ after the arteries have become clogged with cholesterol plaque.,,REVASCULARIZATION:- (to restore blood flow to the heart or another organ after the arteries have become clogged with cholesterol plaque.),,,,,,,,,,,,
sacroiliac,"affecting, or being the region of the joint between the sacrum and the ilium sacroiliac distress",,"SACROILIAC:- (affecting, or being the region of the joint between the sacrum and the ilium sacroiliac distress)",,,,,,,,,,,,
sacrum,a shield-shaped bony structure,,SACRUM:- (a shield-shaped bony structure),,,,,,,,,,,,
sagittal,A vertical plane running from front to back,,SAGITTAL:- (A vertical plane running from front to back),,,,,,,,,,,,
sarcoid,a condition where inflamed cells clump together to make small lumps called granulomas,,SARCOID:- (a condition where inflamed cells clump together to make small lumps called granulomas),,,,,,,,,,,,
scaphoid,a large carpal bone articulating with the radius below the thumb,,SCAPHOID:- (a large carpal bone articulating with the radius below the thumb),,,,,,,,,,,,
scapula,One of a pair of triangular bones at the back of the shoulder.,,SCAPULA:- (One of a pair of triangular bones at the back of the shoulder.),,,,,,,,,,,,
scapular,relating to the shoulder or shoulder blade,,SCAPULAR:- (relating to the shoulder or shoulder blade),,,,,,,,,,,,
sclerosis,localized hardening of skin.,,SCLEROSIS:- (localized hardening of skin.),,,,,,,,,,,,
sclerotic,an abnormal increase in density and hardening of bone,,SCLEROTIC:- (an abnormal increase in density and hardening of bone),,,,,,,,,,,,
scoliosis,a sideways curvature of the spine that most often is diagnosed in adolescents,,SCOLIOSIS:- (a sideways curvature of the spine that most often is diagnosed in adolescents),,,,,,,,,,,,
scoliotic,sideways curvature of the spine.,,SCOLIOTIC:- (sideways curvature of the spine.),,,,,,,,,,,,
senescent,the state of being old ,,SENESCENT:- (the state of being old ),,,,,,,,,,,,
septal,thin part dividing tissues or spaces in an organ,,SEPTAL:- (thin part dividing tissues or spaces in an organ),,,,,,,,,,,,
sequela,a condition which is the consequence of a previous disease or injury.,,SEQUELA:- (a condition which is the consequence of a previous disease or injury.),,,,,,,,,,,,
sequelae,condition which is the consequence of a previous disease or injury.,,SEQUELAE:- (condition which is the consequence of a previous disease or injury.),,,,,,,,,,,,
shrapnel,a projectile containing a number of small pellets or bullets exploded before impact. such projectiles collectively,,SHRAPNEL:- (a projectile containing a number of small pellets or bullets exploded before impact. such projectiles collectively),,,,,,,,,,,,
silhouette,"the sight or representation of a person, object or scene that is backlit, and appears dark against a lighter background.",,"SILHOUETTE:- (the sight or representation of a person, object or scene that is backlit, and appears dark against a lighter background.)",,,,,,,,,,,,
sinus,a hollow space in the body,,SINUS:- (a hollow space in the body),,,,,,,,,,,,
six,a number that is one more than five,,SIX:- (a number that is one more than five),,,,,,,,,,,,
sixth,one that is number six in a series,,SIXTH:- (one that is number six in a series),,,,,,,,,,,,
size,a physical magnitude,,SIZE:- (a physical magnitude),,,,,,,,,,,,
sized,specified size,,SIZED:- (specified size),,,,,,,,,,,,
skeletal,a rigid supportive framework of an organism,,SKELETAL:- (a rigid supportive framework of an organism),,,,,,,,,,,,
skin,a thin layer of tissue formed outer covering of the body,,SKIN:- (a thin layer of tissue formed outer covering of the body),,,,,,,,,,,,
skinfold,a fold of skin and underlying fat,,SKINFOLD:- (a fold of skin and underlying fat),,,,,,,,,,,,
slight,small in degree,,SLIGHT:- (small in degree),,,,,,,,,,,,
small,"little size, insignificant",,"SMALL:- (little size, insignificant)",,,,,,,,,,,,
smaller,a size that is less than other,,SMALLER:- (a size that is less than other),,,,,,,,,,,,
smooth,having a regular surface,,SMOOTH:- (having a regular surface),,,,,,,,,,,,
soft,not hard,,SOFT:- (not hard),,,,,,,,,,,,
some,an unspecified amount or number,,SOME:- (an unspecified amount or number),,,,,,,,,,,,
somewhat,to a moderate extent,,SOMEWHAT:- (to a moderate extent),,,,,,,,,,,,
space,unoccupied,,SPACE:- (unoccupied),,,,,,,,,,,,
spaces,position of two or more items at a distance from one another,,SPACES:- (position of two or more items at a distance from one another),,,,,,,,,,,,
sparing,moderate,,SPARING:- (moderate),,,,,,,,,,,,
specifically,in a way that is exact and clear,,SPECIFICALLY:- (in a way that is exact and clear),,,,,,,,,,,,
spiculated,covered with or having spicules ,,SPICULATED:- (covered with or having spicules ),,,,,,,,,,,,
spinal,relating to the spine,,SPINAL:- (relating to the spine),,,,,,,,,,,,
spine,"a series of vertebrae extending from the skull to the small of the back, enclosing the spinal cord and providing support to the thorax and abdomen, the backbone",,"SPINE:- (a series of vertebrae extending from the skull to the small of the back, enclosing the spinal cord and providing support to the thorax and abdomen, the backbone)",,,,,,,,,,,,
splenic,"relating to, or located in the spleen splenic blood flow.",,"SPLENIC:- (relating to, or located in the spleen splenic blood flow.)",,,,,,,,,,,,
splinting,piece of medical equipment used to keep an injured body part from moving and to protect it from any further damage,,SPLINTING:- (piece of medical equipment used to keep an injured body part from moving and to protect it from any further damage),,,,,,,,,,,,
spondylitic,a person suffering from spondylitis.,,SPONDYLITIC:- (a person suffering from spondylitis.),,,,,,,,,,,,
spondylosis,used to describe pain from degenerative conditions of the spine,,SPONDYLOSIS:- (used to describe pain from degenerative conditions of the spine),,,,,,,,,,,,
spurring,to encourage someone,,SPURRING:- (to encourage someone),,,,,,,,,,,,
stabilization,"to make stable, steadfast, or firm",,"STABILIZATION:- (to make stable, steadfast, or firm)",,,,,,,,,,,,
stable,firmly fixed (not deteriorating in health after an injury or operation,,STABLE:- (firmly fixed (not deteriorating in health after an injury or operation),,,,,,,,,,,,
stated,"specified, clearly express",,"STATED:- (specified, clearly express)",,,,,,,,,,,,
status,professinal position of standing,,STATUS:- (professinal position of standing),,,,,,,,,,,,
stent,tiny mesh tube that opens passages in body used to treat narrow arteries ,,STENT:- (tiny mesh tube that opens passages in body used to treat narrow arteries ),,,,,,,,,,,,
stents,tiny mesh tube that opens passages in body used to treat narrow arteries ,,STENTS:- (tiny mesh tube that opens passages in body used to treat narrow arteries ),,,,,,,,,,,,
sternotomy,a procedure that allows doctors to reach heart or nearby organs or vessels ,,STERNOTOMY:- (a procedure that allows doctors to reach heart or nearby organs or vessels ),,,,,,,,,,,,
sternum,a flat bone sits at the front of the chest (breastbone),,STERNUM:- (a flat bone sits at the front of the chest (breastbone)),,,,,,,,,,,,
stimulator,something that raises levels of physiological or nervous activity in the body,,STIMULATOR:- (something that raises levels of physiological or nervous activity in the body),,,,,,,,,,,,
stomach,muscular organ located on the left side of the uper abdomen,,STOMACH:- (muscular organ located on the left side of the uper abdomen),,,,,,,,,,,,
stool,a piece of faeces,,STOOL:- (a piece of faeces),,,,,,,,,,,,
subacute,Rather recent onset or somewhat rapid change.,,SUBACUTE:- (Rather recent onset or somewhat rapid change.),,,,,,,,,,,,
subcarinal,splits into the right and left mainstem bronchi.,,SUBCARINAL:- (splits into the right and left mainstem bronchi.),,,,,,,,,,,,
subclavian,relating to or denoting an artery or vein which serves the neck and arm on the left or right side of the body.,,SUBCLAVIAN:- (relating to or denoting an artery or vein which serves the neck and arm on the left or right side of the body.),,,,,,,,,,,,
subdiaphragmatic,"situated, occurring, or performed below the diaphragm ",,"SUBDIAPHRAGMATIC:- (situated, occurring, or performed below the diaphragm )",,,,,,,,,,,,
suboptimal,less than the highest standard or quality,,SUBOPTIMAL:- (less than the highest standard or quality),,,,,,,,,,,,
subphrenic,portion of the abdomen which lies between the. diaphragm above and the transverse colon and. mesocolon below,,SUBPHRENIC:- (portion of the abdomen which lies between the. diaphragm above and the transverse colon and. mesocolon below),,,,,,,,,,,,
subpleural,situated or occurring between the pleura and the body wall.,,SUBPLEURAL:- (situated or occurring between the pleura and the body wall.),,,,,,,,,,,,
subpulmonic,excess fluid that collects at the base of the lung,,SUBPULMONIC:- (excess fluid that collects at the base of the lung),,,,,,,,,,,,
subsegmental,a segment that is part of a larger segment,,SUBSEGMENTAL:- (a segment that is part of a larger segment),,,,,,,,,,,,
sulcal,a deep narrow groove seperating adjacent convolutions of the brain,,SULCAL:- (a deep narrow groove seperating adjacent convolutions of the brain),,,,,,,,,,,,
sulci,depression in cerebral cortex ,,SULCI:- (depression in cerebral cortex ),,,,,,,,,,,,
sulcus,a depression or groove in the cerebral cortex of brain,,SULCUS:- (a depression or groove in the cerebral cortex of brain),,,,,,,,,,,,
summation,summing something up or the process of adding things together,,SUMMATION:- (summing something up or the process of adding things together),,,,,,,,,,,,
supine,lying on the baxk or in a position with the face upward ,,SUPINE:- (lying on the baxk or in a position with the face upward ),,,,,,,,,,,,
supraclavicular,supraclavicular is a fosa anatomically complex region of the uper neck,,SUPRACLAVICULAR:- (supraclavicular is a fosa anatomically complex region of the uper neck),,,,,,,,,,,,
suprahilar,hilar are complicated structures containing pulmonary vessels and major bronchi (root of the lungs),,SUPRAHILAR:- (hilar are complicated structures containing pulmonary vessels and major bronchi (root of the lungs)),,,,,,,,,,,,
suprapatellar,suprapatellar bursa is one of several bursae(small fluid filled sacs) of the knee ,,SUPRAPATELLAR:- (suprapatellar bursa is one of several bursae(small fluid filled sacs) of the knee ),,,,,,,,,,,,
surgery,the branch of medicine employs operations in treatment of disease or injury,,SURGERY:- (the branch of medicine employs operations in treatment of disease or injury),,,,,,,,,,,,
surgical,a procedure perform by doctors to structurally altering the body of a living by incision,,SURGICAL:- (a procedure perform by doctors to structurally altering the body of a living by incision),,,,,,,,,,,,
suture,used by doctors to closed wounds (stitches),,SUTURE:- (used by doctors to closed wounds (stitches)),,,,,,,,,,,,
sutures,used by doctors to closed wounds (stitches),,SUTURES:- (used by doctors to closed wounds (stitches)),,,,,,,,,,,,
symmetric,regularity or exact similar ,,SYMMETRIC:- (regularity or exact similar ),,,,,,,,,,,,
symmetrically,having symmetry same ,,SYMMETRICALLY:- (having symmetry same ),,,,,,,,,,,,
syndesmophyte,a bony growth originating inside a ligament ,,SYNDESMOPHYTE:- (a bony growth originating inside a ligament ),,,,,,,,,,,,
syndesmophytes,more than one bony growth in ligaments ,,SYNDESMOPHYTES:- (more than one bony growth in ligaments ),,,,,,,,,,,,
synovial,"type of joints, freely mobile",,"SYNOVIAL:- (type of joints, freely mobile)",,,,,,,,,,,,
t-spine,thoracic spine longest region of spine,,T-SPINE:- (thoracic spine longest region of spine),,,,,,,,,,,,
t10,10th thoracic vertebra (control muscles of lower abdomen),,T10:- (10th thoracic vertebra (control muscles of lower abdomen)),,,,,,,,,,,,
t11,11th thoracic vertebra (1st transitional vertebra),,T11:- (11th thoracic vertebra (1st transitional vertebra)),,,,,,,,,,,,
t12,last thoracic vertebra 12th largest,,T12:- (last thoracic vertebra 12th largest),,,,,,,,,,,,
t9,1st transition vertebra,,T9:- (1st transition vertebra),,,,,,,,,,,,
tenderness,"soreness, sensitivity to pain",,"TENDERNESS:- (soreness, sensitivity to pain)",,,,,,,,,,,,
tendinitis,"inflamation, irretation to tendernes",,"TENDINITIS:- (inflamation, irretation to tendernes)",,,,,,,,,,,,
testes,two egg shaped gland inside scrutum,,TESTES:- (two egg shaped gland inside scrutum),,,,,,,,,,,,
thoracic,pertaining to the chest,,THORACIC:- (pertaining to the chest),,,,,,,,,,,,
thyroid,a butterfly shape gland in neck,,THYROID:- (a butterfly shape gland in neck),,,,,,,,,,,,
tibial,large leg bone ,,TIBIAL:- (large leg bone ),,,,,,,,,,,,
tissue,group of cells with similar structure and function,,TISSUE:- (group of cells with similar structure and function),,,,,,,,,,,,
tissues,more than one tissue,,TISSUES:- (more than one tissue),,,,,,,,,,,,
